A375_Resist_BR15_1	A375_Resist_BR15_2	A375_Resist_BR2_resist2	A375_Resist_BR2_resist3	A375_Par_Par4A	A375_Par_Par5A
OR6N1	0	0	0	0	0	0
OR6N2	0	0	0	0	0	0
OR6P1	0	0	0	0	0	0
OR6Q1	0	0	0	0	0	0
OR6S1	0	0	0	0	1	0
OR6T1	0	0	0	0	0	0
OR6V1	0	0	0	0	0	0
OR6W1P	0	0	0	0	0	0
OR6X1	0	0	0	0	0	0
OR6Y1	0	0	0	0	0	0
OR7A10	0	0	0	0	0	0
OR7A17	0	0	0	0	0	0
OR7A5	0	0	0	0	0	0
OR7C1	0	0	1	1	1	0
OR7C2	0	0	0	0	0	0
OR7D2	0	0	1	0	0	0
OR7D4	0	0	0	0	0	0
OR7E12P	4	1	16	5	23	4
OR7E14P	0	0	4	1	1	0
OR7E156P	0	2	3	7	50	29
OR7E24	0	0	0	0	0	0
OR7E2P	0	0	0	0	0	0
OR7E37P	25	4	37	19	70	19
OR7E47P	0	0	2	0	9	1
OR7E5P	0	0	0	0	0	1
OR7E91P	0	0	0	0	0	0
OR7G1	0	0	0	0	0	0
OR7G2	0	0	0	0	0	0
OR7G3	0	0	0	0	0	0
OR8A1	7	3	17	16	42	9
OR8B12	0	0	0	0	0	0
OR8B2	0	0	0	0	0	0
OR8B3	0	0	0	0	1	0
OR8B4	0	0	0	0	0	0
OR8B8	0	0	0	1	0	0
OR8D1	0	0	0	0	0	0
OR8D2	0	0	0	0	0	0
OR8D4	0	0	0	0	0	0
OR8G1	3	0	4	3	4	1
OR8G2	1	0	0	2	8	0
OR8G5	19	6	4	5	14	7
OR8H1	0	0	0	0	0	0
OR8H2	0	0	0	0	0	0
OR8H3	0	0	0	0	0	0
OR8I2	0	0	0	0	0	0
OR8J1	0	0	0	0	0	0
OR8J3	0	0	0	0	0	0
OR8K1	0	0	0	0	0	0
OR8K3	0	0	0	0	0	0
OR8K5	0	0	0	0	0	0
OR8S1	0	0	0	0	0	0
OR8U1	0	0	0	0	0	0
OR8U8	0	0	0	0	0	0
OR9A2	0	0	0	0	2	2
OR9A4	0	0	0	2	0	0
OR9G1	0	0	0	0	0	0
OR9G4	0	0	0	0	0	0
OR9G9	0	0	0	0	0	0
OR9I1	0	0	0	0	0	0
OR9K2	0	0	0	0	0	0
OR9Q1	0	0	0	0	0	0
OR9Q2	0	0	0	0	0	0
ORAI1	551	464	555	362	1974	253
ORAI2	4269	1271	4405	2949	7311	1315
ORAI3	2751	505	2208	1297	1310	277
ORAOV1	236	143	373	297	1075	203
ORC1	123	419	336	120	5555	1285
ORC2	488	372	1255	809	3779	921
ORC3	202	227	606	298	2075	555
ORC4	278	288	1084	674	4001	1090
ORC5	231	371	1070	649	3190	723
ORC6	149	267	302	100	3649	921
ORM1	0	0	1	0	0	0
ORM2	0	0	2	0	0	1
ORMDL1	292	207	858	738	2093	536
ORMDL2	831	190	979	465	2065	508
ORMDL3	1011	341	584	476	1712	327
OS9	5622	2200	4631	3430	8526	2112
OSBP	1694	997	2765	1864	5957	1405
OSBP2	84	21	56	42	330	43
OSBPL10	195	889	974	537	7373	1510
OSBPL10-AS1	0	0	0	0	0	0
OSBPL11	486	233	1134	839	3418	699
OSBPL1A	500	265	683	458	2237	617
OSBPL2	870	481	1272	928	2806	744
OSBPL3	532	263	1872	1361	5263	1245
OSBPL5	200	225	225	118	1104	173
OSBPL6	88	172	268	184	1032	229
OSBPL7	561	86	415	389	519	82
OSBPL8	790	1109	3460	2378	10564	3028
OSBPL9	1184	928	4130	2599	9859	2807
OSCAR	1	2	154	123	7	2
OSCP1	129	93	260	138	419	118
OSER1	672	619	1464	832	5398	1529
OSER1-AS1	131	64	147	99	358	110
OSGEP	129	95	207	130	831	223
OSGEPL1	214	100	346	246	950	292
OSGEPL1-AS1	5	1	7	5	12	8
OSGIN1	116	18	86	44	209	21
OSGIN2	237	387	882	607	2730	771
OSM	0	0	0	1	0	0
OSMR	2100	924	3474	2924	2310	555
OSMR-AS1	7	3	4	5	14	3
OSR1	8	1	1	0	1	0
OSR2	41	16	16	8	98	12
OST4	3021	834	3444	2011	9423	2318
OSTC	897	544	2169	1219	6923	1850
OSTCP1	0	0	16	6	28	4
OSTF1	203	150	517	373	1977	484
OSTM1	587	357	1457	1023	3235	795
OSTN	0	0	0	0	0	0
OTC	0	0	0	0	0	0
OTOA	0	0	1	0	1	0
OTOF	1	0	2	2	2	1
OTOG	0	0	2	0	0	0
OTOGL	62	6	655	496	25	4
OTOL1	0	0	0	0	0	0
OTOP1	0	0	0	0	0	0
OTOP2	0	0	0	0	0	0
OTOP3	0	0	0	0	0	0
OTOR	0	0	0	0	0	0
OTOS	0	0	0	0	0	0
OTP	0	0	1	0	2	0
OTUB1	1651	943	2101	1246	6407	1341
OTUB2	116	52	219	113	510	122
OTUD1	76	69	210	165	482	96
OTUD3	111	147	352	323	1899	452
OTUD4	399	780	1862	1350	4296	790
OTUD5	1395	747	1671	1071	4478	894
OTUD6A	0	0	0	1	0	0
OTUD6B	190	228	958	651	3554	965
OTUD6B-AS1	123	166	507	422	1596	458
OTUD7A	2	5	8	5	41	6
OTUD7B	1155	1252	2255	1694	6628	1480
OTULIN	607	688	1566	1049	5068	1095
OTX1	7	6	8	5	40	4
OTX2	0	0	0	0	0	0
OTX2-AS1	0	0	0	0	0	0
OVAAL	0	1	0	0	7	4
OVCA2	193	44	55	15	331	28
OVCH1	3	0	0	1	1	0
OVCH1-AS1	0	2	1	6	4	0
OVCH2	0	0	0	0	0	2
OVGP1	18	6	14	47	78	9
OVOL1	0	0	0	0	2	0
OVOL1-AS1	0	0	0	0	0	0
OVOL2	0	0	2	1	20	5
OVOL3	0	0	0	1	1	0
OXA1L	1614	841	1932	1140	6007	1229
OXCT1	729	457	1656	878	5228	1333
OXCT1-AS1	6	3	9	2	26	3
OXCT2	3	13	34	25	219	24
OXER1	0	0	0	0	0	0
OXGR1	1	3	6	1	122	29
OXLD1	1041	620	973	555	2460	490
OXNAD1	299	167	546	408	1876	493
OXR1	307	521	1197	740	3165	932
OXSM	234	146	442	228	1467	408
OXSR1	760	527	2272	1623	7445	1699
OXT	0	0	0	0	0	0
OXTR	6	18	37	22	195	38
P2RX1	1	0	2	2	11	0
P2RX2	0	0	0	0	0	0
P2RX3	1	0	0	1	1	0
P2RX4	133	63	200	110	73	18
P2RX5	68	42	198	108	422	91
P2RX5-TAX1BP3	13	6	22	12	39	8
P2RX6	286	19	177	150	217	41
P2RX6P	14	0	8	9	5	0
P2RX7	169	60	129	115	48	18
P2RY1	1	29	9	9	486	107
P2RY10	2	0	0	2	1	0
P2RY11	32	55	62	69	193	27
P2RY12	0	0	0	0	0	0
P2RY13	0	0	0	0	0	0
P2RY14	0	1	0	0	0	0
P2RY2	0	1	1	1	1	1
P2RY4	0	0	0	0	1	0
P2RY6	8	2	11	1	49	6
P2RY8	30	0	10	4	6	2
P3H1	1030	1032	1661	1025	4538	1023
P3H2	589	317	793	387	271	61
P3H2-AS1	3	0	0	0	0	0
P3H3	1308	570	868	579	1905	341
P3H4	2140	932	1860	1155	3717	725
P4HA1	677	852	2106	1389	6582	1880
P4HA2	922	646	2000	1497	3337	901
P4HA2-AS1	0	0	0	0	0	0
P4HA3	266	34	60	15	33	7
P4HB	11666	5275	12112	7246	37083	6482
P4HTM	2	0	0	1	10	1
PA2G4	2616	3248	5311	2756	27810	6517
PA2G4P4	22	22	721	398	3680	1023
PAAF1	384	272	548	335	1229	227
PABPC1	6815	5185	9504	6126	18338	3331
PABPC1L	786	273	852	924	1300	216
PABPC1L2A	0	0	0	0	0	0
PABPC1L2B	0	0	0	0	0	0
PABPC1L2B-AS1	0	0	0	0	0	0
PABPC1P2	0	0	0	0	0	0
PABPC3	28	19	619	415	1181	195
PABPC4	2930	2275	5782	3021	15933	3118
PABPC4L	52	32	150	71	285	68
PABPC5	54	3	6	0	60	16
PABPC5-AS1	1	1	13	11	1	0
PABPN1	213	90	158	133	713	82
PABPN1L	0	0	0	0	0	0
PACERR	0	4	4	6	10	2
PACRG	0	0	8	8	1	0
PACRG-AS1	1	0	0	0	2	2
PACRGL	217	211	635	368	2400	627
PACS1	694	170	528	283	1028	104
PACS2	1025	355	951	677	1985	339
PACSIN1	4	0	3	0	3	0
PACSIN2	917	723	1155	750	4631	1059
PACSIN3	1475	1049	1326	837	7529	1614
PADI1	18	0	15	4	2	0
PADI2	9	1	19	5	14	1
PADI3	47	23	123	67	257	65
PADI4	5	0	28	21	0	0
PADI6	2	0	0	0	1	0
PAEP	22	0	150	98	4	0
PAF1	1392	626	1549	1290	4636	901
PAFAH1B1	1822	1773	4899	3443	14343	3673
PAFAH1B2	2915	2407	7918	4596	25170	7311
PAFAH1B3	454	121	466	226	1941	310
PAFAH2	506	264	815	505	1630	448
PAG1	34	112	169	122	1357	312
PAGE1	5	2	3	1	77	18
PAGE2	1358	569	1572	923	4494	1452
PAGE2B	42	14	89	55	240	83
PAGE3	0	0	0	0	1	0
PAGE4	0	0	0	0	0	0
PAGE5	3364	1557	3849	2719	13581	4191
PAGR1	1198	715	1387	913	7432	1552
PAH	0	0	0	2	0	0
PAICS	1638	2750	4753	2791	26536	5478
PAIP1	1380	1052	2001	1265	7240	1951
PAIP2	922	1002	2171	1615	8364	1873
PAIP2B	103	41	141	135	110	37
PAK1	823	724	1459	866	5142	1337
PAK1IP1	320	357	1381	813	4435	1237
PAK2	678	546	1567	1069	3500	600
PAK3	130	20	6	2	85	16
PAK4	548	390	463	346	1984	243
PAK6	19	38	35	37	426	69
PAK7	0	0	0	0	1	0
PALB2	314	270	793	539	2898	698
PALD1	25	133	21	11	607	114
PALLD	190	95	1910	1045	1067	281
PALM	254	302	234	137	490	88
PALM2	111	68	156	110	579	131
PALM2-AKAP2	7	7	8	2	31	6
PALM3	8	56	16	24	161	30
PALMD	1	0	0	0	3	0
PAM	4564	2352	8603	5983	8476	2267
PAM16	20	15	13	17	57	10
PAMR1	9	0	0	0	6	1
PAN2	763	697	1037	979	3624	858
PAN3	381	438	1340	1041	3323	766
PAN3-AS1	39	44	79	54	138	43
PANDAR	0	0	0	0	1	1
PANK1	366	126	322	289	945	225
PANK2	575	429	1267	835	5043	1294
PANK3	818	990	3092	2169	9595	2612
PANK4	288	208	377	286	1568	332
PANO1	73	1	16	8	31	5
PANX1	404	272	825	628	2239	573
PANX2	34	6	19	16	60	6
PANX3	2	2	17	12	15	3
PAOX	12	8	15	10	37	13
PAPD4	561	474	1737	1250	3742	963
PAPD5	231	216	997	745	2793	781
PAPD7	390	366	681	502	2225	392
PAPL	0	0	0	1	1	0
PAPLN	363	171	447	301	393	82
PAPOLA	802	1190	3264	2464	9140	1840
PAPOLB	0	0	0	1	3	0
PAPOLG	382	336	940	797	2862	816
PAPPA	1154	280	631	837	59	8
PAPPA-AS1	3	3	5	5	3	1
PAPPA2	22	0	164	154	8	2
PAPSS1	1280	806	2540	1699	7381	2007
PAPSS2	661	1185	607	348	3121	839
PAQR3	154	230	1063	717	2610	665
PAQR4	220	649	400	176	3553	632
PAQR5	23	60	671	651	723	194
PAQR6	175	132	285	393	676	116
PAQR7	299	341	599	516	1505	271
PAQR8	94	145	321	311	1039	242
PAQR9	4	7	4	3	50	4
PAQR9-AS1	1	0	2	1	13	3
PARD3	1004	778	2059	1326	4878	1326
PARD3-AS1	5	4	3	2	4	2
PARD3B	136	25	158	127	87	24
PARD6A	354	29	84	48	191	38
PARD6B	189	170	745	614	1467	404
PARD6G	35	77	72	42	492	99
PARD6G-AS1	21	5	30	13	61	10
PARG	601	405	1413	944	3902	1036
PARGP1	81	56	237	178	774	233
PARK2	13	12	36	26	10	1
PARK7	2207	1530	5116	3136	19190	4926
PARL	384	272	769	454	2406	680
PARM1	5	79	26	13	196	58
PARN	1216	919	2210	1360	8542	2314
PARP1	2815	4231	7084	4399	34957	7947
PARP10	2353	466	946	609	1903	299
PARP11	29	29	95	60	349	79
PARP12	493	422	1232	642	2227	501
PARP14	2448	1246	5786	4461	7253	2033
PARP15	0	0	1	0	0	0
PARP16	291	173	319	210	668	156
PARP2	162	220	438	228	2305	635
PARP3	981	189	911	660	1337	270
PARP4	1730	2453	4787	3081	13337	3406
PARP6	458	256	833	720	1683	371
PARP8	301	318	834	576	1735	526
PARP9	1292	248	1236	871	1849	487
PARPBP	83	251	511	234	2938	824
PARS2	242	178	410	273	840	199
PART1	152	55	18	11	600	139
PARTICL	122	44	110	62	246	61
PARVA	1254	357	2389	1501	3639	752
PARVB	510	399	763	505	1980	400
PARVG	0	0	3	6	24	2
PASD1	0	0	5	0	18	1
PASK	110	114	99	62	914	177
PATE1	0	0	0	0	0	0
PATE2	5	3	9	8	25	2
PATE3	0	0	0	0	0	0
PATE4	0	0	0	0	0	0
PATL1	273	126	541	380	1733	254
PATL2	4	3	9	6	12	1
PATZ1	588	380	603	385	2123	294
PAUPAR	0	0	0	0	0	0
PAWR	479	320	1508	819	2608	690
PAX1	0	0	0	0	0	0
PAX2	1	0	1	1	1	0
PAX3	187	155	284	219	1232	254
PAX4	0	0	0	0	1	0
PAX5	0	0	0	0	0	0
PAX6	0	0	2	0	6	2
PAX7	0	0	0	0	0	0
PAX8	14	3	21	17	44	7
PAX8-AS1	12	13	66	30	993	255
PAX9	187	90	244	163	430	98
PAXBP1	248	333	816	833	4123	1060
PAXBP1-AS1	30	17	77	55	121	32
PAXIP1	256	208	361	290	2170	473
PAXIP1-AS1	137	67	177	133	257	72
PAXIP1-AS2	157	25	118	111	174	35
PBDC1	106	152	246	217	1421	264
PBK	75	279	322	147	6437	1763
PBLD	104	23	113	73	171	51
PBOV1	0	0	0	0	0	0
PBRM1	1177	629	3292	2480	9104	2151
PBX1	2175	295	1808	1340	387	97
PBX2	958	540	930	809	2582	554
PBX3	858	210	280	167	1134	249
PBX4	21	28	31	19	130	18
PBXIP1	9227	1123	4011	2701	2764	590
PC	621	573	1266	864	3667	605
PCA3	0	0	0	0	0	0
PCAT1	1	1	6	4	52	7
PCAT18	0	0	0	0	0	0
PCAT19	0	0	0	0	1	0
PCAT2	0	0	0	0	0	0
PCAT29	0	0	0	1	3	0
PCAT4	0	0	0	0	0	0
PCAT6	20	8	9	11	24	1
PCAT7	206	93	158	148	441	97
PCBD1	483	214	448	279	1498	345
PCBD2	111	62	269	157	496	121
PCBP1	1129	1070	2102	1167	6214	1009
PCBP1-AS1	102	59	156	132	382	105
PCBP2	1545	1363	2229	1472	7297	1366
PCBP2-OT1	2	7	9	10	40	13
PCBP3	56	0	2	0	6	4
PCBP4	3390	1005	2860	1465	10041	1777
PCCA	352	197	849	670	1480	372
PCCA-AS1	0	0	0	0	0	0
PCCB	1196	781	1840	1096	5231	1406
PCDH1	88	576	155	65	6027	1081
PCDH10	2366	326	213	205	1028	254
PCDH11X	21	0	104	121	1	0
PCDH11Y	3	0	18	43	0	0
PCDH12	3	2	1	3	38	5
PCDH15	635	498	31	30	261	81
PCDH17	97	72	288	221	466	99
PCDH18	108	105	96	59	966	289
PCDH19	0	0	1	0	1	1
PCDH20	103	33	232	231	124	42
PCDH7	291	182	24	18	1160	235
PCDH8	0	0	0	0	0	0
PCDH9	83	146	88	41	1370	307
PCDH9-AS2	0	0	0	0	0	0
PCDH9-AS3	0	0	0	0	0	0
PCDH9-AS4	0	0	0	0	0	0
PCDHA1	471	56	159	72	549	147
PCDHA10	167	50	132	120	226	46
PCDHA11	269	74	129	105	444	73
PCDHA12	159	26	120	76	179	35
PCDHA13	35	18	30	24	96	16
PCDHA2	121	32	105	97	209	50
PCDHA3	186	38	163	87	292	70
PCDHA4	314	81	162	131	394	100
PCDHA5	147	38	165	96	310	67
PCDHA6	395	183	448	270	1221	263
PCDHA7	372	162	179	126	797	157
PCDHA8	90	36	138	113	240	41
PCDHA9	210	147	195	120	595	118
PCDHAC1	331	69	173	103	290	52
PCDHAC2	162	36	216	143	186	25
PCDHB1	86	1	5	5	11	8
PCDHB10	774	47	215	162	198	35
PCDHB11	523	42	128	69	146	28
PCDHB12	286	34	84	45	111	19
PCDHB13	749	64	256	196	344	54
PCDHB14	412	32	120	74	106	25
PCDHB15	375	61	228	193	192	48
PCDHB16	768	239	658	458	872	183
PCDHB17P	327	65	159	97	293	72
PCDHB18P	205	29	107	72	123	39
PCDHB19P	54	7	38	35	17	1
PCDHB2	1031	238	537	328	1336	285
PCDHB3	142	30	87	56	191	40
PCDHB4	41	7	32	27	34	9
PCDHB5	1336	230	315	199	1347	298
PCDHB6	436	262	453	305	692	167
PCDHB7	986	108	399	251	402	89
PCDHB8	1050	141	485	359	376	82
PCDHB9	554	63	244	162	269	52
PCDHGA1	275	37	172	117	302	68
PCDHGA10	143	42	135	101	242	53
PCDHGA11	25	6	20	25	100	23
PCDHGA12	16	15	40	44	147	10
PCDHGA2	84	18	101	68	140	24
PCDHGA3	33	6	17	12	44	5
PCDHGA4	83	23	65	56	100	22
PCDHGA5	45	11	30	36	55	7
PCDHGA6	51	19	26	29	113	12
PCDHGA7	198	28	240	197	276	49
PCDHGA8	28	12	39	48	86	23
PCDHGA9	19	8	27	22	107	20
PCDHGB1	414	71	270	173	434	96
PCDHGB2	202	45	66	73	235	44
PCDHGB3	59	13	27	29	77	9
PCDHGB4	44	37	32	42	226	36
PCDHGB5	87	29	24	27	297	62
PCDHGB6	25	11	12	12	85	13
PCDHGB7	15	6	23	23	77	10
PCDHGB8P	11	1	10	11	21	3
PCDHGC3	862	405	685	505	2604	283
PCDHGC4	9	14	11	14	85	14
PCDHGC5	19	3	13	15	49	5
PCED1A	1109	617	906	741	2270	370
PCED1B	49	16	87	63	110	25
PCED1B-AS1	0	0	0	3	0	0
PCF11	567	313	1322	1454	3758	938
PCGEM1	0	0	0	0	0	0
PCGF1	549	201	633	381	1536	373
PCGF2	324	120	235	159	560	68
PCGF3	958	514	1116	798	3984	878
PCGF5	344	341	2286	1610	2495	655
PCGF6	148	247	395	256	2059	456
PCID2	921	842	2370	1468	9013	2503
PCIF1	347	218	522	293	1099	175
PCK1	4	3	0	0	1	1
PCK2	255	465	2177	929	1429	240
PCLO	288	112	955	553	751	122
PCM1	1330	1081	3832	2803	11089	3045
PCMT1	569	969	1733	1086	8262	2213
PCMTD1	469	337	1451	984	2368	769
PCMTD2	1230	903	2691	1918	5765	1664
PCNA	1066	1208	2157	1299	22729	5904
PCNA-AS1	0	0	2	2	2	5
PCNAP1	0	0	0	0	0	0
PCNP	823	1111	4897	3250	12342	3718
PCNT	529	629	1057	877	4500	777
PCNX	1136	1426	2805	2104	5875	1401
PCNXL2	794	674	2353	1758	3413	767
PCNXL3	2356	752	2060	1461	4976	527
PCNXL4	434	288	1516	1019	3374	819
PCOLCE	5352	1971	5062	3536	3623	472
PCOLCE-AS1	18	9	12	10	12	4
PCOLCE2	277	216	562	261	1174	323
PCP2	0	0	0	0	0	0
PCP4	0	0	0	0	6	1
PCP4L1	1	0	0	0	0	0
PCSK1	9978	642	1588	1229	653	142
PCSK1N	264	0	34	17	64	4
PCSK2	64	37	0	0	8	1
PCSK4	55	15	24	13	19	4
PCSK5	35	58	7	3	449	95
PCSK6	33	51	16	15	65	23
PCSK7	1715	763	1604	1044	5461	1077
PCSK9	0	0	0	0	0	0
PCTP	306	217	464	339	1293	300
PCYOX1	1316	462	2591	2072	4093	970
PCYOX1L	483	208	447	311	777	172
PCYT1A	472	214	687	493	2322	503
PCYT1B	456	120	200	139	745	181
PCYT1B-AS1	0	0	0	0	0	0
PCYT2	1425	301	803	507	2747	534
PDAP1	2559	1882	3808	2387	12447	2455
PDC	0	0	0	0	0	0
PDCD1	0	0	0	0	0	0
PDCD10	314	248	1019	683	3506	1047
PDCD11	3716	4715	7716	4534	23360	4640
PDCD1LG2	59	4	152	99	20	7
PDCD2	1067	1061	2878	1787	8157	2529
PDCD2L	137	239	314	148	1446	324
PDCD4	1098	911	3141	2057	7219	1886
PDCD4-AS1	171	14	117	53	109	20
PDCD5	580	541	1562	871	5684	1459
PDCD6	2318	1694	3006	1910	11601	2975
PDCD6IP	2018	957	4492	3216	11155	2570
PDCD6IPP2	72	41	140	104	466	114
PDCD7	688	573	992	667	2530	562
PDCL	551	323	1101	792	3407	910
PDCL2	22	24	34	15	202	89
PDCL3	155	135	279	206	1274	289
PDCL3P4	0	1	37	32	132	37
PDDC1	985	289	782	614	2178	325
PDE10A	7	130	38	26	516	128
PDE11A	30	12	67	55	44	18
PDE12	1073	579	2366	1680	6547	1389
PDE1A	102	6	36	13	19	6
PDE1B	27	0	7	4	20	1
PDE1C	687	683	2908	1232	5460	1239
PDE2A	4	37	487	208	137	21
PDE3A	22	3665	325	141	2340	788
PDE3B	38	83	31	27	166	50
PDE4A	142	151	281	193	578	84
PDE4B	708	136	410	183	825	222
PDE4C	12	13	8	19	31	11
PDE4D	756	270	2816	2136	3605	959
PDE4DIP	914	436	1263	1069	2500	566
PDE5A	1427	470	136	44	475	159
PDE6A	1	3	2	0	36	9
PDE6B	112	61	80	57	171	52
PDE6C	0	0	0	0	1	0
PDE6D	215	144	261	212	1405	370
PDE6G	21	1	26	16	8	3
PDE6H	0	0	1	0	0	0
PDE7A	247	148	638	508	2007	503
PDE7B	133	32	85	59	112	25
PDE8A	373	475	982	817	3183	811
PDE8B	14	8	48	37	47	7
PDE9A	4	145	13	11	1083	231
PDF	274	45	93	57	377	40
PDGFA	103	62	313	213	387	69
PDGFB	13	3	24	11	111	9
PDGFC	558	224	1678	1067	636	204
PDGFD	288	99	50	17	680	169
PDGFRA	36	79	84	55	394	126
PDGFRB	784	213	1404	1266	765	123
PDGFRL	292	69	172	101	195	65
PDHA1	1843	984	2843	2039	9080	2277
PDHA2	0	0	0	0	3	0
PDHB	1832	914	3644	2348	12207	3401
PDHX	568	411	1424	967	5676	1555
PDIA2	5	2	2	2	13	3
PDIA3	5761	3790	6043	4236	17677	4092
PDIA3P1	329	234	2542	1710	6665	1564
PDIA4	4249	5021	5387	3243	24173	5851
PDIA5	225	171	572	425	640	164
PDIA6	4035	4723	7702	4646	34528	8882
PDIK1L	63	142	481	308	1612	408
PDILT	0	0	0	0	1	0
PDK1	133	171	722	441	1949	490
PDK2	741	204	765	591	1134	211
PDK3	835	505	1517	1384	3012	693
PDK4	323	216	693	554	1960	561
PDLIM1	653	588	1454	771	1444	245
PDLIM2	697	240	726	380	1733	266
PDLIM3	98	150	140	92	1312	400
PDLIM4	789	1186	981	651	5979	947
PDLIM5	744	505	1285	916	5796	1385
PDLIM7	1072	449	1080	559	2742	364
PDP1	4486	701	6866	4444	16274	3902
PDP2	258	254	673	533	2540	628
PDPK1	1805	967	2127	1534	4899	978
PDPN	8	1	80	57	0	1
PDPR	1660	1182	2433	2183	5494	938
PDRG1	258	237	402	232	1536	294
PDS5A	2291	2315	6601	4520	21846	5374
PDS5B	195	592	1226	925	4178	1080
PDSS1	104	151	401	201	2104	561
PDSS2	256	161	365	227	1126	244
PDX1	8	1	4	1	4	1
PDX1-AS1	2	0	1	1	0	0
PDXDC1	2017	1679	3510	2336	10362	2471
PDXDC2P	234	140	461	376	1237	313
PDXK	1819	814	1941	1394	4745	1009
PDXP	383	279	362	222	2406	391
PDYN	0	0	0	0	0	0
PDZD11	965	473	992	539	3250	748
PDZD2	53	742	423	298	1871	306
PDZD3	1	1	0	0	0	0
PDZD4	65	103	30	13	298	61
PDZD7	91	67	149	125	488	77
PDZD8	934	929	2613	2285	5901	1349
PDZD9	0	1	2	0	12	0
PDZK1	9	3	119	68	114	29
PDZK1IP1	0	0	0	0	0	0
PDZK1P1	8	2	122	50	110	32
PDZRN3	13	215	25	9	929	240
PDZRN3-AS1	0	5	2	0	15	4
PDZRN4	0	0	0	0	3	2
PEA15	2200	1425	6155	2918	11590	2385
PEAK1	520	424	957	654	1842	338
PEAR1	1	0	85	50	11	0
PEBP1	3823	2070	3692	2238	16948	3872
PEBP4	1	0	2	0	2	0
PECAM1	3	1	71	58	9	3
PECR	173	105	243	254	962	249
PEF1	895	632	1602	851	6124	1214
PEG10	48	7	50	24	275	43
PEG3	22	7	24	21	101	24
PEG3-AS1	0	0	0	0	0	0
PELI1	120	335	320	201	2181	632
PELI2	5	219	38	18	1465	408
PELI3	581	177	494	370	1258	301
PELO	858	2095	1530	920	6467	1472
PELP1	839	588	1441	798	3988	449
PEMT	373	226	547	271	2264	344
PENK	3	0	0	0	1	0
PEPD	1338	363	752	479	3015	558
PER1	141	204	185	198	568	55
PER2	42	30	130	90	247	36
PER3	118	27	291	206	210	42
PER4	0	0	0	0	2	0
PERM1	21	0	9	3	1	0
PERP	1117	616	1774	1071	4121	901
PES1	1424	1165	2443	1417	9609	2070
PET100	648	166	184	123	887	201
PET117	52	44	84	36	278	61
PEX1	500	509	1244	872	3473	1043
PEX10	530	167	801	410	1936	414
PEX11A	239	150	381	290	844	241
PEX11B	427	259	661	400	1797	433
PEX11G	87	25	77	39	111	16
PEX12	476	151	656	441	1122	253
PEX13	494	257	1166	784	2403	651
PEX14	371	228	481	329	1593	286
PEX16	1151	455	932	563	2254	413
PEX19	1684	1171	3051	1692	8245	2221
PEX2	672	309	1099	664	2913	853
PEX26	1599	818	1666	941	5206	1030
PEX3	191	136	475	328	1724	448
PEX5	1434	878	1611	976	4573	1029
PEX5L	2	5	3	4	27	10
PEX6	1409	734	1388	907	3002	541
PEX7	56	62	114	64	491	125
PF4	0	0	0	0	0	0
PF4V1	0	0	0	0	0	0
PFAS	1027	1753	2088	1147	7836	1038
PFDN1	1036	526	1398	918	3923	872
PFDN2	756	1325	2901	1754	9450	2049
PFDN4	268	524	1255	910	4951	1671
PFDN5	4657	2378	5168	3405	15933	5083
PFDN6	679	521	1041	667	3973	784
PFKFB1	2	1	0	2	6	2
PFKFB2	548	354	1426	988	2587	616
PFKFB3	472	1029	877	679	6034	1056
PFKFB4	452	1276	2314	1294	7810	1641
PFKL	1696	1000	1585	889	5797	1204
PFKM	3441	2047	3957	2374	12604	3051
PFKP	2029	1920	5238	3202	14844	3425
PFN1	13411	5509	15648	7725	60821	11487
PFN1P2	0	0	0	1	0	0
PFN2	2001	977	5384	3091	16529	4211
PFN3	0	0	0	0	0	0
PFN4	29	35	77	42	154	41
PGA3	1	0	5	0	4	0
PGA4	0	0	5	0	4	0
PGA5	0	0	5	0	4	0
PGAM1	9396	3514	8874	4610	43478	9810
PGAM1P5	3	0	0	0	6	1
PGAM2	50	50	276	290	36	14
PGAM4	784	236	1323	669	6247	1497
PGAM5	2091	2220	3537	2005	15641	3489
PGAP1	132	234	439	339	1181	286
PGAP2	366	153	393	222	835	116
PGAP3	461	96	415	278	580	100
PGBD1	85	45	142	109	562	152
PGBD2	120	125	298	227	1444	296
PGBD3	0	0	0	0	0	0
PGBD4	101	111	242	174	644	177
PGBD5	1	6	1	0	14	3
PGC	0	0	0	0	0	0
PGCP1	0	0	0	0	0	0
PGD	1815	1566	3019	2164	6664	1151
PGF	17	69	80	28	364	71
PGGT1B	228	223	600	426	1704	436
PGK1	8768	7103	15811	9574	76578	21427
PGK2	0	0	0	1	0	0
PGLS	1713	666	1672	1055	4147	771
PGLYRP1	0	0	0	0	0	0
PGLYRP2	0	0	0	0	0	0
PGLYRP3	0	0	0	0	0	0
PGLYRP4	0	0	0	0	0	0
PGM1	1603	736	3603	2303	8878	2206
PGM2	657	980	2848	1559	9786	2712
PGM2L1	296	75	263	178	451	119
PGM3	732	501	1831	1275	4575	1253
PGM5	9	6	16	9	10	2
PGM5-AS1	3	0	0	1	5	0
PGM5P2	50	3	130	120	161	16
PGM5P3-AS1	3	0	0	3	5	1
PGM5P4-AS1	2	0	0	0	3	0
PGP	747	304	523	330	2575	453
PGPEP1	3179	993	3281	2351	4090	901
PGPEP1L	0	0	3	0	0	0
